id,session_key,driver_id,driver_number,stint_number,compound,lap_start,lap_end,tyre_age_at_start
1,7953,sargeant,2,1,SOFT,1,12,0
2,7953,tsunoda,22,1,SOFT,1,10,0
3,7953,albon,23,1,SOFT,1,11,0
4,7953,russell,63,1,SOFT,1,13,3
5,7953,stroll,18,1,SOFT,1,15,3
6,7953,norris,4,1,SOFT,1,10,0
7,7953,zhou,24,1,SOFT,1,12,0
8,7953,hamilton,44,1,SOFT,1,12,3
9,7953,alonso,14,1,SOFT,1,14,3
10,7953,kevin_magnussen,20,1,HARD,1,15,0
11,7953,sainz,55,1,SOFT,1,13,3
12,7953,gasly,10,1,SOFT,1,9,0
13,7953,de_vries,21,1,SOFT,1,11,0
14,7953,piastri,81,1,SOFT,1,13,0
15,7953,leclerc,16,1,SOFT,1,13,0
16,7953,perez,11,1,SOFT,1,17,3
17,7953,ocon,31,1,SOFT,1,12,3
18,7953,bottas,77,1,SOFT,1,11,0
19,7953,max_verstappen,1,1,SOFT,1,14,3
20,7953,hulkenberg,27,1,SOFT,1,11,3
21,7953,gasly,10,2,HARD,10,25,0
22,7953,tsunoda,22,2,HARD,11,26,0
23,7953,norris,4,2,HARD,11,17,0
24,7953,bottas,77,2,HARD,12,29,0
25,7953,albon,23,2,SOFT,12,26,0
26,7953,hulkenberg,27,2,HARD,12,26,0
27,7953,de_vries,21,2,HARD,12,27,0
28,7953,hamilton,44,2,HARD,13,30,0
29,7953,ocon,31,2,HARD,13,15,0
30,7953,sargeant,2,2,SOFT,13,30,0
31,7953,zhou,24,2,HARD,13,32,0
32,7953,leclerc,16,2,HARD,14,33,0
33,7953,sainz,55,2,HARD,14,31,0
34,7953,russell,63,2,HARD,14,31,0
35,7953,max_verstappen,1,2,SOFT,15,36,2
36,7953,alonso,14,2,HARD,15,34,0
37,7953,stroll,18,2,HARD,16,30,0
38,7953,kevin_magnussen,20,2,HARD,16,29,0
39,7953,ocon,31,3,HARD,16,32,0
40,7953,perez,11,2,SOFT,18,34,2
41,7953,norris,4,3,SOFT,18,27,3
42,7953,gasly,10,3,HARD,26,40,0
43,7953,albon,23,3,HARD,27,40,0
44,7953,tsunoda,22,3,HARD,27,40,0
45,7953,hulkenberg,27,3,HARD,27,40,0
46,7953,de_vries,21,3,HARD,28,56,0
47,7953,norris,4,4,MEDIUM,28,37,0
48,7953,bottas,77,3,HARD,30,57,0
49,7953,kevin_magnussen,20,3,SOFT,30,40,0
50,7953,hamilton,44,3,HARD,31,57,0
51,7953,stroll,18,3,HARD,31,57,0
52,7953,sargeant,2,3,HARD,31,40,0
53,7953,sainz,55,3,HARD,32,57,0
54,7953,russell,63,3,HARD,32,57,0
55,7953,zhou,24,3,SOFT,33,54,3
56,7953,leclerc,16,3,HARD,34,39,0
57,7953,ocon,31,4,HARD,33,41,0
58,7953,perez,11,3,HARD,35,57,0
59,7953,alonso,14,3,HARD,35,57,0
60,7953,max_verstappen,1,3,HARD,37,57,0
61,7953,norris,4,5,HARD,38,47,0
62,7953,gasly,10,4,SOFT,41,57,0
63,7953,albon,23,4,SOFT,41,57,0
64,7953,tsunoda,22,4,SOFT,41,57,3
65,7953,sargeant,2,4,SOFT,41,56,0
66,7953,kevin_magnussen,20,4,SOFT,41,56,0
67,7953,hulkenberg,27,4,SOFT,41,56,3
68,7953,norris,4,6,SOFT,48,54,4
69,7953,zhou,24,4,SOFT,55,56,3
70,7953,norris,4,7,SOFT,55,55,6
71,7779,bottas,77,1,MEDIUM,1,9,0
72,7779,russell,63,1,MEDIUM,1,18,0
73,7779,hulkenberg,27,1,MEDIUM,1,11,0
74,7779,sargeant,2,1,HARD,1,18,0
75,7779,albon,23,1,MEDIUM,1,17,0
76,7779,stroll,18,1,MEDIUM,1,13,0
77,7779,norris,4,1,SOFT,1,2,0
78,7779,sainz,55,1,MEDIUM,1,15,0
79,7779,zhou,24,1,MEDIUM,1,11,0
80,7779,hamilton,44,1,HARD,1,18,0
81,7779,alonso,14,1,MEDIUM,1,18,0
82,7779,kevin_magnussen,20,1,MEDIUM,1,8,0
83,7779,gasly,10,1,MEDIUM,1,14,0
84,7779,max_verstappen,1,1,MEDIUM,1,18,0
85,7779,de_vries,21,1,MEDIUM,1,17,0
86,7779,leclerc,16,1,SOFT,1,16,0
87,7779,piastri,81,1,MEDIUM,1,1,0
88,7779,perez,11,1,MEDIUM,1,18,0
89,7779,tsunoda,22,1,MEDIUM,1,17,0
90,7779,ocon,31,1,MEDIUM,1,16,0
91,7779,piastri,81,2,HARD,2,50,0
92,7779,norris,4,2,HARD,3,19,0
93,7779,kevin_magnussen,20,2,HARD,9,50,0
94,7779,bottas,77,2,HARD,10,17,0
95,7779,zhou,24,2,HARD,12,18,0
96,7779,hulkenberg,27,2,HARD,12,50,0
97,7779,stroll,18,2,HARD,14,16,0
98,7779,gasly,10,2,HARD,15,50,0
99,7779,sainz,55,2,HARD,16,50,0
100,7779,leclerc,16,2,HARD,17,50,0
101,7779,ocon,31,2,HARD,17,50,0
102,7779,tsunoda,22,2,HARD,18,50,0
103,7779,albon,23,2,HARD,18,27,0
104,7779,de_vries,21,2,HARD,18,50,0
105,7779,bottas,77,3,MEDIUM,18,35,0
106,7779,perez,11,2,HARD,19,50,0
107,7779,alonso,14,2,HARD,19,50,1
108,7779,russell,63,2,HARD,19,50,0
109,7779,max_verstappen,1,2,HARD,19,50,0
110,7779,hamilton,44,2,MEDIUM,19,50,0
111,7779,sargeant,2,2,MEDIUM,19,50,0
112,7779,zhou,24,3,MEDIUM,19,50,0
113,7779,norris,4,3,MEDIUM,20,50,0
114,7779,bottas,77,4,SOFT,36,49,0
115,7787,bottas,77,1,SOFT,1,1,0
116,7787,de_vries,21,1,HARD,1,8,0
117,7787,max_verstappen,1,1,MEDIUM,1,8,0
118,7787,leclerc,16,1,MEDIUM,,,0
119,7787,hulkenberg,27,1,MEDIUM,1,8,0
120,7787,tsunoda,22,1,MEDIUM,1,8,0
121,7787,sargeant,2,1,HARD,1,1,0
122,7787,perez,11,1,HARD,1,1,0
123,7787,albon,23,1,MEDIUM,1,6,0
124,7787,russell,63,1,MEDIUM,1,7,0
125,7787,stroll,18,1,MEDIUM,1,8,1
126,7787,alonso,14,1,MEDIUM,1,8,1
127,7787,norris,4,1,MEDIUM,1,8,0
128,7787,zhou,24,1,SOFT,1,1,0
129,7787,sainz,55,1,MEDIUM,1,7,0
130,7787,hamilton,44,1,MEDIUM,1,8,0
131,7787,gasly,10,1,SOFT,1,8,0
132,7787,piastri,81,1,MEDIUM,1,8,0
133,7787,ocon,31,1,SOFT,1,1,0
134,7787,kevin_magnussen,20,1,MEDIUM,1,7,0
135,7787,ocon,31,2,HARD,1,8,0
136,7787,perez,11,2,MEDIUM,1,2,0
137,7787,sargeant,2,2,MEDIUM,1,2,0
138,7787,zhou,24,2,HARD,1,8,0
139,7787,bottas,77,2,HARD,1,8,0
140,7787,sargeant,2,3,HARD,2,8,1
141,7787,perez,11,3,HARD,2,8,0
142,7787,russell,63,2,HARD,7,8,0
143,7787,sainz,55,2,HARD,7,8,0
144,7787,kevin_magnussen,20,2,HARD,7,8,0
145,7787,max_verstappen,1,2,HARD,8,55,0
146,7787,hamilton,44,2,HARD,9,55,0
147,7787,alonso,14,2,HARD,8,55,0
148,7787,gasly,10,2,HARD,8,55,0
149,7787,hulkenberg,27,2,HARD,8,55,0
150,7787,stroll,18,2,HARD,8,55,0
151,7787,russell,63,3,HARD,8,17,1
152,7787,tsunoda,22,2,HARD,8,54,0
153,7787,norris,4,2,HARD,8,55,0
154,7787,piastri,81,2,HARD,8,54,0
155,7787,sainz,55,3,HARD,8,55,1
156,7787,ocon,31,3,HARD,8,55,7
157,7787,de_vries,21,2,MEDIUM,8,45,0
158,7787,perez,11,4,HARD,8,55,1
159,7787,zhou,24,3,HARD,8,54,7
160,7787,sargeant,2,4,MEDIUM,8,36,0
161,7787,bottas,77,3,HARD,8,53,7
162,7787,kevin_magnussen,20,3,HARD,8,52,1
163,7787,sargeant,2,5,HARD,36,54,7
164,7787,de_vries,21,3,SOFT,45,54,0
165,7787,bottas,77,4,SOFT,53,54,0
166,7787,piastri,81,3,SOFT,54,55,0
167,7787,zhou,24,4,SOFT,54,55,0
168,7787,tsunoda,22,3,SOFT,54,55,0
169,7787,sargeant,2,6,SOFT,55,55,0
170,7787,bottas,77,5,SOFT,55,54,0
171,7787,de_vries,21,4,SOFT,55,55,4
172,7787,max_verstappen,1,3,SOFT,56,57,3
173,7787,hamilton,44,3,SOFT,56,57,4
174,7787,alonso,14,3,SOFT,55,57,4
175,7787,sainz,55,4,SOFT,55,57,4
176,7787,gasly,10,3,SOFT,55,56,0
177,7787,stroll,18,3,SOFT,55,57,5
178,7787,perez,11,5,SOFT,55,57,0
179,7787,norris,4,3,SOFT,55,57,0
180,7787,ocon,31,4,SOFT,55,56,0
181,7787,hulkenberg,27,3,SOFT,55,57,4
182,7787,piastri,81,4,SOFT,55,57,0
183,7787,zhou,24,5,SOFT,55,57,0
184,7787,tsunoda,22,4,SOFT,55,57,4
185,7787,bottas,77,6,SOFT,55,57,2
186,7787,sargeant,2,7,SOFT,55,56,1
187,7787,de_vries,21,5,SOFT,55,56,0
188,7787,max_verstappen,1,4,SOFT,58,58,5
189,7787,alonso,14,4,SOFT,57,58,4
190,7787,hamilton,44,4,SOFT,58,58,4
191,7787,stroll,18,4,SOFT,57,58,6
192,7787,sainz,55,5,SOFT,57,58,4
193,7787,perez,11,6,SOFT,57,58,0
194,7787,hulkenberg,27,4,SOFT,57,58,0
195,7787,norris,4,4,SOFT,57,58,4
196,7787,tsunoda,22,5,SOFT,57,58,8
197,7787,zhou,24,6,SOFT,57,58,2
198,7787,piastri,81,5,SOFT,57,58,0
199,7787,bottas,77,7,SOFT,57,58,4
200,9069,zhou,24,1,MEDIUM,1,17,0
201,9069,alonso,14,1,MEDIUM,1,17,5
202,9069,kevin_magnussen,20,1,MEDIUM,1,17,0
203,9069,sainz,55,1,MEDIUM,1,17,0
204,9069,de_vries,21,1,MEDIUM,1,17,0
205,9069,gasly,10,1,MEDIUM,1,17,0
206,9069,piastri,81,1,MEDIUM,1,17,0
207,9069,leclerc,16,1,MEDIUM,1,17,0
208,9069,perez,11,1,MEDIUM,1,17,4
209,9069,ocon,31,1,MEDIUM,1,3,5
210,9069,bottas,77,1,SOFT,1,17,0
211,9069,russell,63,1,MEDIUM,1,17,7
212,9069,max_verstappen,1,1,MEDIUM,1,17,3
213,9069,hulkenberg,27,1,MEDIUM,1,17,6
214,9069,tsunoda,22,1,MEDIUM,1,1,0
215,9069,albon,23,1,MEDIUM,1,17,6
216,9069,stroll,18,1,MEDIUM,1,17,6
217,9069,hamilton,44,1,MEDIUM,1,17,6
218,9069,norris,4,1,SOFT,1,10,3
219,9069,tsunoda,22,2,MEDIUM,2,2,6
220,9069,ocon,31,2,SOFT,4,12,4
221,9069,norris,4,2,MEDIUM,11,17,6
222,9069,ocon,31,3,SOFT,13,17,0
223,9070,kevin_magnussen,20,1,MEDIUM,1,10,0
224,9070,sainz,55,1,MEDIUM,1,11,0
225,9070,gasly,10,1,MEDIUM,1,5,0
226,9070,leclerc,16,1,MEDIUM,1,11,0
227,9070,piastri,81,1,MEDIUM,1,8,0
228,9070,perez,11,1,MEDIUM,1,11,0
229,9070,ocon,31,1,HARD,1,50,0
230,9070,bottas,77,1,MEDIUM,1,6,0
231,9070,max_verstappen,1,1,MEDIUM,1,10,0
232,9070,de_vries,21,1,HARD,1,9,0
233,9070,hulkenberg,27,1,HARD,1,49,0
234,9070,tsunoda,22,1,MEDIUM,1,8,0
235,9070,sargeant,2,1,MEDIUM,1,8,0
236,9070,albon,23,1,MEDIUM,1,7,0
237,9070,russell,63,1,MEDIUM,1,11,0
238,9070,stroll,18,1,MEDIUM,1,11,0
239,9070,norris,4,1,MEDIUM,1,9,0
240,9070,hamilton,44,1,MEDIUM,1,9,0
241,9070,zhou,24,1,MEDIUM,1,11,0
242,9070,alonso,14,1,MEDIUM,1,11,0
243,9070,gasly,10,2,HARD,6,23,0
244,9070,bottas,77,2,HARD,7,12,0
245,9070,albon,23,2,HARD,8,51,0
246,9070,tsunoda,22,2,HARD,9,51,0
247,9070,piastri,81,2,HARD,9,51,0
248,9070,sargeant,2,2,HARD,9,51,0
249,9070,hamilton,44,2,HARD,10,51,0
250,9070,norris,4,2,HARD,10,51,0
251,9070,max_verstappen,1,2,HARD,11,51,0
252,9070,kevin_magnussen,20,2,HARD,11,51,0
253,9070,perez,11,2,HARD,12,51,0
254,9070,leclerc,16,2,HARD,12,51,0
255,9070,sainz,55,2,HARD,12,51,0
256,9070,alonso,14,2,HARD,12,51,0
257,9070,russell,63,2,HARD,12,49,0
258,9070,stroll,18,2,HARD,12,51,3
259,9070,zhou,24,2,HARD,12,36,0
260,9070,bottas,77,3,HARD,13,34,0
261,9070,gasly,10,3,HARD,24,51,0
262,9070,bottas,77,4,MEDIUM,35,50,0
263,9070,russell,63,3,SOFT,50,51,0
264,9070,hulkenberg,27,2,SOFT,50,50,0
265,9070,ocon,31,2,SOFT,51,51,0
266,9078,stroll,18,1,HARD,1,42,1
267,9078,norris,4,1,SOFT,1,4,0
268,9078,hamilton,44,1,HARD,1,37,0
269,9078,sainz,55,1,MEDIUM,1,18,0
270,9078,zhou,24,1,HARD,1,31,0
271,9078,alonso,14,1,MEDIUM,1,24,1
272,9078,kevin_magnussen,20,1,MEDIUM,1,14,0
273,9078,de_vries,21,1,MEDIUM,1,15,0
274,9078,gasly,10,1,MEDIUM,1,15,0
275,9078,piastri,81,1,SOFT,1,5,0
276,9078,leclerc,16,1,MEDIUM,1,17,0
277,9078,perez,11,1,MEDIUM,1,20,0
278,9078,ocon,31,1,HARD,1,39,0
279,9078,bottas,77,1,MEDIUM,1,15,0
280,9078,russell,63,1,MEDIUM,1,17,0
281,9078,max_verstappen,1,1,HARD,1,45,0
282,9078,hulkenberg,27,1,HARD,1,33,0
283,9078,sargeant,2,1,MEDIUM,1,2,0
284,9078,tsunoda,22,1,HARD,1,36,0
285,9078,albon,23,1,MEDIUM,1,22,0
286,9078,sargeant,2,2,HARD,3,56,0
287,9078,norris,4,2,HARD,5,57,0
288,9078,piastri,81,2,HARD,6,56,0
289,9078,kevin_magnussen,20,2,HARD,15,57,0
290,9078,gasly,10,2,HARD,16,57,0
291,9078,bottas,77,2,HARD,16,57,0
292,9078,de_vries,21,2,HARD,16,57,0
293,9078,russell,63,2,HARD,18,57,0
294,9078,leclerc,16,2,HARD,18,57,0
295,9078,sainz,55,2,HARD,19,57,0
296,9078,perez,11,2,HARD,21,57,0
297,9078,albon,23,2,HARD,23,57,0
298,9078,alonso,14,2,HARD,25,57,1
299,9078,zhou,24,2,MEDIUM,32,57,0
300,9078,hulkenberg,27,2,MEDIUM,34,57,0
301,9078,tsunoda,22,2,MEDIUM,37,57,0
302,9078,hamilton,44,2,MEDIUM,38,57,0
303,9078,ocon,31,2,MEDIUM,40,57,0
304,9078,stroll,18,2,MEDIUM,43,57,1
305,9078,max_verstappen,1,2,MEDIUM,46,57,0
306,9094,hulkenberg,27,1,MEDIUM,1,1,0
307,9094,leclerc,16,1,HARD,1,44,0
308,9094,sargeant,2,1,MEDIUM,1,20,0
309,9094,perez,11,1,MEDIUM,1,1,0
310,9094,tsunoda,22,1,MEDIUM,1,53,0
311,9094,russell,63,1,HARD,1,54,0
312,9094,albon,23,1,MEDIUM,1,18,0
313,9094,stroll,18,1,HARD,1,51,1
314,9094,hamilton,44,1,MEDIUM,1,31,0
315,9094,alonso,14,1,HARD,1,54,1
316,9094,norris,4,1,MEDIUM,1,50,0
317,9094,zhou,24,1,SOFT,1,1,0
318,9094,sainz,55,1,HARD,1,33,0
319,9094,gasly,10,1,HARD,1,47,0
320,9094,piastri,81,1,HARD,1,54,0
321,9094,ocon,31,1,MEDIUM,1,32,0
322,9094,kevin_magnussen,20,1,HARD,1,56,0
323,9094,bottas,77,1,HARD,1,51,0
324,9094,max_verstappen,1,1,MEDIUM,1,55,0
325,9094,de_vries,21,1,MEDIUM,1,53,0
326,9094,perez,11,2,HARD,1,34,0
327,9094,zhou,24,2,HARD,1,52,0
328,9094,hulkenberg,27,2,HARD,1,54,0
329,9094,albon,23,2,HARD,18,52,0
330,9094,sargeant,2,2,HARD,20,23,0
331,9094,sargeant,2,3,SOFT,23,52,0
332,9094,hamilton,44,2,HARD,31,54,0
333,9094,ocon,31,2,HARD,32,54,0
334,9094,sainz,55,2,MEDIUM,33,55,0
335,9094,perez,11,3,MEDIUM,34,53,1
336,9094,leclerc,16,2,MEDIUM,44,55,0
337,9094,gasly,10,2,MEDIUM,47,54,0
338,9094,norris,4,2,HARD,50,54,0
339,9094,stroll,18,2,INTERMEDIATE,51,53,0
340,9094,bottas,77,2,INTERMEDIATE,51,77,0
341,9094,zhou,24,3,INTERMEDIATE,52,77,0
342,9094,albon,23,3,INTERMEDIATE,52,77,0
343,9094,sargeant,2,4,INTERMEDIATE,52,76,0
344,9094,tsunoda,22,2,INTERMEDIATE,53,76,0
345,9094,alonso,14,2,MEDIUM,54,55,1
346,9094,de_vries,21,2,INTERMEDIATE,53,77,0
347,9094,russell,63,2,INTERMEDIATE,54,78,0
348,9094,ocon,31,3,INTERMEDIATE,54,78,0
349,9094,hamilton,44,3,INTERMEDIATE,54,78,0
350,9094,perez,11,4,INTERMEDIATE,53,57,0
351,9094,gasly,10,3,INTERMEDIATE,54,78,0
352,9094,max_verstappen,1,2,INTERMEDIATE,55,78,0
353,9094,piastri,81,2,INTERMEDIATE,54,77,0
354,9094,norris,4,3,INTERMEDIATE,54,77,0
355,9094,alonso,14,3,INTERMEDIATE,55,78,0
356,9094,leclerc,16,3,INTERMEDIATE,55,78,0
357,9094,sainz,55,3,INTERMEDIATE,55,78,0
358,9094,hulkenberg,27,3,INTERMEDIATE,54,59,0
359,9094,kevin_magnussen,20,2,WET,56,70,0
360,9094,perez,11,5,WET,57,70,0
361,9094,hulkenberg,27,4,WET,59,76,0
362,9094,perez,11,6,INTERMEDIATE,70,76,0
363,9102,perez,11,1,MEDIUM,1,27,0
364,9102,ocon,31,1,SOFT,1,13,3
365,9102,bottas,77,1,SOFT,1,5,0
366,9102,de_vries,21,1,SOFT,1,9,0
367,9102,max_verstappen,1,1,MEDIUM,1,26,0
368,9102,leclerc,16,1,HARD,1,16,0
369,9102,hulkenberg,27,1,SOFT,1,8,3
370,9102,sargeant,2,1,MEDIUM,1,17,0
371,9102,tsunoda,22,1,SOFT,1,10,0
372,9102,albon,23,1,SOFT,1,16,0
373,9102,russell,63,1,SOFT,1,25,0
374,9102,stroll,18,1,SOFT,1,14,3
375,9102,zhou,24,1,SOFT,1,9,0
376,9102,hamilton,44,1,SOFT,1,24,3
377,9102,alonso,14,1,SOFT,1,19,3
378,9102,kevin_magnussen,20,1,SOFT,1,10,0
379,9102,norris,4,1,SOFT,1,1,2
380,9102,sainz,55,1,SOFT,1,15,3
381,9102,gasly,10,1,SOFT,1,19,3
382,9102,piastri,81,1,SOFT,1,17,2
383,9102,norris,4,2,HARD,2,22,0
384,9102,bottas,77,2,HARD,6,39,0
385,9102,hulkenberg,27,2,MEDIUM,9,26,0
386,9102,zhou,24,2,HARD,10,36,0
387,9102,de_vries,21,2,HARD,10,38,0
388,9102,tsunoda,22,2,HARD,11,34,0
389,9102,kevin_magnussen,20,2,MEDIUM,11,24,0
390,9102,ocon,31,2,MEDIUM,14,35,0
391,9102,stroll,18,2,SOFT,15,34,0
392,9102,sainz,55,2,MEDIUM,16,41,0
393,9102,leclerc,16,2,SOFT,17,41,0
394,9102,albon,23,2,HARD,17,37,0
395,9102,piastri,81,2,HARD,18,39,0
396,9102,sargeant,2,2,HARD,18,36,0
397,9102,alonso,14,2,SOFT,20,44,0
398,9102,gasly,10,2,MEDIUM,20,39,0
399,9102,norris,4,3,MEDIUM,23,50,0
400,9102,hamilton,44,2,MEDIUM,25,50,0
401,9102,kevin_magnussen,20,3,HARD,25,42,0
402,9102,russell,63,2,MEDIUM,26,45,0
403,9102,max_verstappen,1,2,HARD,27,52,0
404,9102,hulkenberg,27,3,HARD,27,43,0
405,9102,perez,11,2,HARD,28,50,0
406,9102,tsunoda,22,3,MEDIUM,35,66,0
407,9102,stroll,18,3,HARD,35,66,0
408,9102,ocon,31,3,HARD,36,66,0
409,9102,zhou,24,3,HARD,37,66,0
410,9102,sargeant,2,3,HARD,37,65,0
411,9102,albon,23,3,MEDIUM,38,65,0
412,9102,de_vries,21,3,MEDIUM,39,65,0
413,9102,piastri,81,3,MEDIUM,40,65,0
414,9102,gasly,10,3,HARD,40,66,0
415,9102,bottas,77,3,HARD,40,65,0
416,9102,sainz,55,3,HARD,42,66,0
417,9102,leclerc,16,3,HARD,42,66,0
418,9102,kevin_magnussen,20,4,MEDIUM,43,65,0
419,9102,hulkenberg,27,4,MEDIUM,44,65,0
420,9102,alonso,14,3,HARD,45,66,0
421,9102,russell,63,3,SOFT,46,66,3
422,9102,hamilton,44,3,SOFT,51,66,3
423,9102,perez,11,3,SOFT,51,66,0
424,9102,norris,4,4,SOFT,51,65,0
425,9102,max_verstappen,1,3,SOFT,53,66,2
426,9110,piastri,81,1,MEDIUM,1,12,0
427,9110,tsunoda,22,1,MEDIUM,1,1,0
428,9110,perez,11,1,HARD,1,37,0
429,9110,ocon,31,1,MEDIUM,1,12,0
430,9110,bottas,77,1,HARD,1,36,0
431,9110,russell,63,1,MEDIUM,1,12,0
432,9110,stroll,18,1,MEDIUM,1,11,0
433,9110,hulkenberg,27,1,MEDIUM,1,11,0
434,9110,sargeant,2,1,MEDIUM,1,6,0
435,9110,alonso,14,1,MEDIUM,1,12,0
436,9110,albon,23,1,MEDIUM,1,12,1
437,9110,sainz,55,1,MEDIUM,1,38,0
438,9110,max_verstappen,1,1,MEDIUM,1,12,0
439,9110,norris,4,1,MEDIUM,1,12,0
440,9110,zhou,24,1,MEDIUM,1,12,0
441,9110,hamilton,44,1,MEDIUM,1,12,0
442,9110,kevin_magnussen,20,1,HARD,1,35,0
443,9110,gasly,10,1,SOFT,1,10,0
444,9110,de_vries,21,1,MEDIUM,1,11,0
445,9110,leclerc,16,1,MEDIUM,1,39,0
446,9110,tsunoda,22,2,HARD,1,2,0
447,9110,tsunoda,22,3,HARD,3,70,0
448,9110,gasly,10,2,HARD,10,33,0
449,9110,hulkenberg,27,2,HARD,11,31,0
450,9110,stroll,18,2,HARD,11,27,0
451,9110,de_vries,21,2,HARD,11,50,0
452,9110,max_verstappen,1,2,HARD,12,42,0
453,9110,alonso,14,2,HARD,12,41,0
454,9110,hamilton,44,2,HARD,12,40,0
455,9110,ocon,31,2,HARD,12,36,0
456,9110,piastri,81,2,HARD,12,37,0
457,9110,albon,23,2,HARD,12,70,0
458,9110,norris,4,2,HARD,12,35,0
459,9110,zhou,24,2,HARD,12,32,0
460,9110,russell,63,2,HARD,12,53,0
461,9110,stroll,18,3,HARD,27,70,0
462,9110,hulkenberg,27,3,HARD,31,69,0
463,9110,zhou,24,3,HARD,32,69,0
464,9110,gasly,10,3,HARD,33,70,0
465,9110,norris,4,3,HARD,35,70,0
466,9110,kevin_magnussen,20,2,MEDIUM,35,53,0
467,9110,ocon,31,3,HARD,36,70,0
468,9110,bottas,77,2,MEDIUM,36,70,0
469,9110,perez,11,2,MEDIUM,37,68,0
470,9110,piastri,81,3,HARD,37,70,0
471,9110,sainz,55,2,HARD,38,70,0
472,9110,leclerc,16,2,HARD,39,70,0
473,9110,hamilton,44,3,MEDIUM,40,70,0
474,9110,alonso,14,3,HARD,41,70,0
475,9110,max_verstappen,1,3,MEDIUM,42,70,0
476,9110,de_vries,21,3,HARD,50,69,0
477,9110,kevin_magnussen,20,3,MEDIUM,53,69,0
478,9110,perez,11,3,SOFT,68,70,0
479,9117,max_verstappen,1,1,INTERMEDIATE,1,24,0
480,9117,hulkenberg,27,1,INTERMEDIATE,1,17,0
481,9117,sargeant,2,1,INTERMEDIATE,1,17,0
482,9117,tsunoda,22,1,INTERMEDIATE,1,18,0
483,9117,albon,23,1,INTERMEDIATE,1,18,0
484,9117,russell,63,1,INTERMEDIATE,1,15,0
485,9117,stroll,18,1,INTERMEDIATE,1,24,0
486,9117,norris,4,1,INTERMEDIATE,1,24,0
487,9117,hamilton,44,1,INTERMEDIATE,1,17,0
488,9117,zhou,24,1,INTERMEDIATE,1,17,0
489,9117,alonso,14,1,INTERMEDIATE,1,24,0
490,9117,kevin_magnussen,20,1,INTERMEDIATE,1,17,0
491,9117,sainz,55,1,INTERMEDIATE,1,24,0
492,9117,de_vries,21,1,INTERMEDIATE,1,17,0
493,9117,gasly,10,1,INTERMEDIATE,1,24,0
494,9117,leclerc,16,1,INTERMEDIATE,1,18,0
495,9117,piastri,81,1,INTERMEDIATE,1,16,0
496,9117,perez,11,1,INTERMEDIATE,1,24,0
497,9117,ocon,31,1,INTERMEDIATE,1,24,0
498,9117,bottas,77,1,INTERMEDIATE,1,24,4
499,9117,russell,63,2,SOFT,16,24,3
500,9117,piastri,81,2,SOFT,17,24,0
501,9117,hulkenberg,27,2,MEDIUM,18,24,0
502,9117,hamilton,44,2,SOFT,18,24,5
503,9117,kevin_magnussen,20,2,MEDIUM,18,24,0
504,9117,sargeant,2,2,MEDIUM,18,24,0
505,9117,de_vries,21,2,SOFT,18,24,8
506,9117,zhou,24,2,SOFT,18,24,7
507,9117,albon,23,2,MEDIUM,19,24,2
508,9117,leclerc,16,2,MEDIUM,19,24,0
509,9117,tsunoda,22,2,SOFT,19,24,3
510,9118,alonso,14,1,HARD,1,2,0
511,9118,hulkenberg,27,1,MEDIUM,1,2,3
512,9118,stroll,18,1,MEDIUM,1,2,0
513,9118,leclerc,16,1,MEDIUM,1,2,0
514,9118,sargeant,2,1,MEDIUM,1,2,0
515,9118,tsunoda,22,1,MEDIUM,1,1,0
516,9118,ocon,31,1,MEDIUM,1,2,0
517,9118,hamilton,44,1,MEDIUM,1,2,0
518,9118,kevin_magnussen,20,1,HARD,1,1,0
519,9118,albon,23,1,MEDIUM,1,2,0
520,9118,zhou,24,1,MEDIUM,1,2,0
521,9118,sainz,55,1,MEDIUM,1,2,0
522,9118,bottas,77,1,HARD,1,2,0
523,9118,gasly,10,1,MEDIUM,1,2,0
524,9118,max_verstappen,1,1,MEDIUM,1,2,0
525,9118,de_vries,21,1,MEDIUM,1,2,0
526,9118,russell,63,1,MEDIUM,1,2,0
527,9118,norris,4,1,MEDIUM,1,2,0
528,9118,piastri,81,1,MEDIUM,1,2,0
529,9118,perez,11,1,MEDIUM,1,2,0
530,9118,kevin_magnussen,20,2,MEDIUM,2,2,0
531,9118,tsunoda,22,2,HARD,2,2,0
532,9118,max_verstappen,1,2,MEDIUM,3,24,0
533,9118,sainz,55,2,MEDIUM,3,15,0
534,9118,leclerc,16,2,MEDIUM,3,15,0
535,9118,hamilton,44,2,MEDIUM,3,14,2
536,9118,norris,4,2,MEDIUM,3,14,2
537,9118,hulkenberg,27,2,MEDIUM,3,11,0
538,9118,stroll,18,2,MEDIUM,3,15,2
539,9118,alonso,14,2,HARD,3,15,2
540,9118,gasly,10,2,MEDIUM,3,14,0
541,9118,albon,23,2,MEDIUM,3,14,0
542,9118,perez,11,2,MEDIUM,3,25,2
543,9118,russell,63,2,MEDIUM,3,14,2
544,9118,ocon,31,2,MEDIUM,3,14,2
545,9118,zhou,24,2,MEDIUM,3,8,0
546,9118,bottas,77,2,HARD,3,21,0
547,9118,piastri,81,2,MEDIUM,3,14,2
548,9118,sargeant,2,2,MEDIUM,3,14,0
549,9118,de_vries,21,2,MEDIUM,3,12,2
550,9118,tsunoda,22,3,HARD,3,23,1
551,9118,kevin_magnussen,20,3,HARD,3,34,0
